player_a,name_a,pos_a,player_b,name_b,pos_b,pair_type,matches,minutes,gf,ga,gd,gd90,gated
arsene-kouassi,Arsène Kouassi,DF,stephane-aziz-ki,Stephane Aziz Ki,MF,DF-MF,2,107,3,1,2,,0
saidou-simpore,Saïdou Simporé,DF,stephane-aziz-ki,Stephane Aziz Ki,MF,DF-MF,2,107,3,1,2,,0
farid-ouedraogo,Farid Ouédraogo,GK,josue-tiendrebeogo,Josué Tiendrébéogo,MF,GK-MF,2,106,0,4,-4,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,sacha-banse,Sacha Bansé,MF,MF-MF,2,106,0,4,-4,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,2,105,3,1,2,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,3,104,0,2,-2,,0
adamo-nagalo,Adamo Nagalo,DF,georgi-minoungou,Georgi Minoungou,FW,DF-FW,3,104,2,2,0,,0
georgi-minoungou,Georgi Minoungou,FW,pierre-landry-kabore,Pierre Landry Kaboré,FW,FW-FW,5,104,5,1,4,,0
bertrand-traore,Bertrand Traoré,FW,cyriaque-irie,Cyriaque Irié,FW,FW-FW,3,103,0,0,0,,0
georgi-minoungou,Georgi Minoungou,FW,issa-kabore,Issa Kaboré,DF,DF-FW,4,103,2,1,1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,farid-ouedraogo,Farid Ouédraogo,GK,GK-FW,2,102,4,3,1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,3,102,1,1,0,,0
edmond-tapsoba,Edmond Tapsoba,DF,trova-boni,Trova Boni,DF,DF-DF,4,100,0,2,-2,,0
herve-koffi,Hervé Koffi,GK,trova-boni,Trova Boni,DF,GK-DF,4,100,0,2,-2,,0
issa-kabore,Issa Kaboré,DF,trova-boni,Trova Boni,DF,DF-DF,4,100,0,2,-2,,0
georgi-minoungou,Georgi Minoungou,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,3,99,3,1,2,,0
cedric-badolo,Cedric Badolo,MF,georgi-minoungou,Georgi Minoungou,FW,MF-FW,1,99,2,0,2,,0
adama-guira,Adama Guira,MF,patrick-malo,Patrick Malo,DF,DF-MF,1,98,1,2,-1,,0
blati-toure,Blati Touré,MF,patrick-malo,Patrick Malo,DF,DF-MF,1,98,1,2,-1,,0
gustavo-sangare,Gustavo Sangaré,MF,patrick-malo,Patrick Malo,DF,DF-MF,1,98,1,2,-1,,0
herve-koffi,Hervé Koffi,GK,patrick-malo,Patrick Malo,DF,GK-DF,1,98,1,2,-1,,0
herve-koffi,Hervé Koffi,GK,zakaria-sanogo,Zakaria Sanogo,FW,GK-FW,3,98,0,1,-1,,0
issa-kabore,Issa Kaboré,DF,patrick-malo,Patrick Malo,DF,DF-DF,1,98,1,2,-1,,0
issoufou-dayo,Issoufou Dayo,DF,patrick-malo,Patrick Malo,DF,DF-DF,1,98,1,2,-1,,0
issoufou-dayo,Issoufou Dayo,DF,zakaria-sanogo,Zakaria Sanogo,FW,DF-FW,4,98,1,3,-2,,0
patrick-malo,Patrick Malo,DF,steeve-yago,Steeve Yago,DF,DF-DF,1,98,1,2,-1,,0
farid-ouedraogo,Farid Ouédraogo,GK,soumaila-ouattara,Soumaïla Ouattara,DF,GK-DF,1,98,3,3,0,,0
adama-guira,Adama Guira,MF,kilian-nikiema,Kilian Nikiema,GK,GK-MF,1,98,1,3,-2,,0
cyrille-bayala,Cyrille Bayala,FW,soumaila-ouattara,Soumaïla Ouattara,DF,DF-FW,1,97,1,0,1,,0
abdoul-guiebre,Abdoul Guiebre,DF,mamady-bangre,Mamady Bangré,FW,DF-FW,2,97,1,0,1,,0
abdoul-guiebre,Abdoul Guiebre,DF,dramane-salou,Dramane Salou,MF,DF-MF,1,96,0,0,0,,0
adama-guira,Adama Guira,MF,dramane-salou,Dramane Salou,MF,MF-MF,1,96,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,arthur-zagre,Arthur Zagré,DF,DF-DF,1,96,0,3,-3,,0
arthur-zagre,Arthur Zagré,DF,edmond-tapsoba,Edmond Tapsoba,DF,DF-DF,1,96,0,3,-3,,0
arthur-zagre,Arthur Zagré,DF,kilian-nikiema,Kilian Nikiema,GK,GK-DF,1,96,0,3,-3,,0
farid-ouedraogo,Farid Ouédraogo,GK,nasser-djiga,Nasser Djiga,DF,GK-DF,1,95,0,3,-3,,0
abdoul-ayinde,Abdoul Ayinde,DF,josue-tiendrebeogo,Josué Tiendrébéogo,MF,DF-MF,1,95,6,0,6,,0
abdoul-ayinde,Abdoul Ayinde,DF,saidou-simpore,Saïdou Simporé,DF,DF-DF,1,95,6,0,6,,0
cyrille-bayala,Cyrille Bayala,FW,farid-ouedraogo,Farid Ouédraogo,GK,GK-FW,2,94,1,1,0,,0
mohamed-konate,Mohamed Konaté,FW,soumaila-ouattara,Soumaïla Ouattara,DF,DF-FW,3,94,0,1,-1,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,herve-koffi,Hervé Koffi,GK,GK-MF,1,94,2,0,2,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,kilian-nikiema,Kilian Nikiema,GK,GK-MF,1,94,3,1,2,,0
abdoul-guiebre,Abdoul Guiebre,DF,kilian-nikiema,Kilian Nikiema,GK,GK-DF,1,94,3,1,2,,0
blati-toure,Blati Touré,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,3,94,1,3,-2,,0
gustavo-sangare,Gustavo Sangaré,MF,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-MF,1,94,0,1,-1,,0
adamo-nagalo,Adamo Nagalo,DF,raouf-memel-dao,Raouf Memel Dao,MF,DF-MF,1,94,0,2,-2,,0
arsene-kouassi,Arsène Kouassi,DF,raouf-memel-dao,Raouf Memel Dao,MF,DF-MF,1,94,0,2,-2,,0
edmond-tapsoba,Edmond Tapsoba,DF,raouf-memel-dao,Raouf Memel Dao,MF,DF-MF,1,94,0,2,-2,,0
herve-koffi,Hervé Koffi,GK,raouf-memel-dao,Raouf Memel Dao,MF,GK-MF,1,94,0,2,-2,,0
issa-kabore,Issa Kaboré,DF,raouf-memel-dao,Raouf Memel Dao,MF,DF-MF,1,94,0,2,-2,,0
raouf-memel-dao,Raouf Memel Dao,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,1,94,0,2,-2,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,herve-koffi,Hervé Koffi,GK,GK-FW,2,93,4,0,4,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,lassina-traore,Lassina Traoré,FW,FW-FW,2,93,4,0,4,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,nasser-djiga,Nasser Djiga,DF,DF-FW,2,93,4,0,4,,0
herve-koffi,Hervé Koffi,GK,ousmane-camara,Ousmane Camara,FW,GK-FW,2,93,2,1,1,,0
ousmane-camara,Ousmane Camara,FW,trova-boni,Trova Boni,DF,DF-FW,3,93,0,2,-2,,0
farid-ouedraogo,Farid Ouédraogo,GK,ousmane-camara,Ousmane Camara,FW,GK-FW,3,93,0,2,-2,,0
issoufou-dayo,Issoufou Dayo,DF,ousmane-camara,Ousmane Camara,FW,DF-FW,3,93,0,2,-2,,0
kilian-nikiema,Kilian Nikiema,GK,mohamed-zougrana,Mohamed Zougrana,MF,GK-MF,2,93,2,0,2,,0
blati-toure,Blati Touré,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,4,92,3,4,-1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,cedric-badolo,Cedric Badolo,MF,MF-FW,3,92,1,1,0,,0
steeve-yago,Steeve Yago,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,2,92,2,3,-1,,0
kilian-nikiema,Kilian Nikiema,GK,nasser-djiga,Nasser Djiga,DF,GK-DF,1,92,1,2,-1,,0
mohamed-zougrana,Mohamed Zougrana,MF,pierre-landry-kabore,Pierre Landry Kaboré,FW,MF-FW,3,92,3,1,2,,0
issoufou-dayo,Issoufou Dayo,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,2,91,0,4,-4,,0
georgi-minoungou,Georgi Minoungou,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,4,91,1,2,-1,,0
arsene-kouassi,Arsène Kouassi,DF,arthur-zagre,Arthur Zagré,DF,DF-DF,1,91,0,3,-3,,0
cyriaque-irie,Cyriaque Irié,FW,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-FW,2,90,0,2,-2,,0
bertrand-traore,Bertrand Traoré,FW,patrick-malo,Patrick Malo,DF,DF-FW,1,89,1,2,-1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,hassane-bande,Hassane Bandé,FW,FW-FW,3,89,2,1,1,,0
gustavo-sangare,Gustavo Sangaré,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,2,89,0,4,-4,,0
georgi-minoungou,Georgi Minoungou,FW,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-FW,3,88,3,3,0,,0
adama-guira,Adama Guira,MF,djibril-ouattara,Djibril Ouattara,FW,MF-FW,2,86,2,0,2,,0
abdoul-ayinde,Abdoul Ayinde,DF,herve-koffi,Hervé Koffi,GK,GK-DF,1,86,5,0,5,,0
mohamed-ouedraogo,Mohamed Ouédraogo,DF,ousseni-bouda,Ousseni Bouda,FW,DF-FW,4,84,0,3,-3,,0
farid-ouedraogo,Farid Ouédraogo,GK,mohamed-konate,Mohamed Konaté,FW,GK-FW,2,84,1,0,1,,0
cyriaque-irie,Cyriaque Irié,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,84,0,1,-1,,0
mohamed-konate,Mohamed Konaté,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,84,0,1,-1,,0
pierre-landry-kabore,Pierre Landry Kaboré,FW,saidou-simpore,Saïdou Simporé,DF,DF-FW,5,83,2,2,0,,0
mohamed-ouedraogo,Mohamed Ouédraogo,DF,mohamed-zougrana,Mohamed Zougrana,MF,DF-MF,1,83,2,0,2,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,kilian-nikiema,Kilian Nikiema,GK,GK-MF,1,82,1,0,1,,0
mohamed-konate,Mohamed Konaté,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,3,81,0,1,-1,,0
mohamed-konate,Mohamed Konaté,FW,trova-boni,Trova Boni,DF,DF-FW,2,81,0,2,-2,,0
georgi-minoungou,Georgi Minoungou,FW,gustavo-sangare,Gustavo Sangaré,MF,MF-FW,2,81,0,2,-2,,0
bertrand-traore,Bertrand Traoré,FW,sacha-banse,Sacha Bansé,MF,MF-FW,2,80,4,1,3,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,steeve-yago,Steeve Yago,DF,DF-FW,2,80,2,0,2,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-FW,1,80,3,0,3,,0
arthur-zagre,Arthur Zagré,DF,dango-ouattara,Dango Ouattara,FW,DF-FW,1,80,0,3,-3,,0
cedric-badolo,Cedric Badolo,MF,ousmane-camara,Ousmane Camara,FW,MF-FW,3,78,1,0,1,,0
cedric-badolo,Cedric Badolo,MF,cyriaque-irie,Cyriaque Irié,FW,MF-FW,2,78,1,0,1,,0
cedric-badolo,Cedric Badolo,MF,trova-boni,Trova Boni,DF,DF-MF,2,77,0,1,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,ousmane-camara,Ousmane Camara,FW,MF-FW,2,77,0,2,-2,,0
hassane-bande,Hassane Bandé,FW,mohamed-zougrana,Mohamed Zougrana,MF,MF-FW,2,77,1,2,-1,,0
mohamed-zougrana,Mohamed Zougrana,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,2,77,1,2,-1,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,lassina-traore,Lassina Traoré,FW,MF-FW,2,77,0,2,-2,,0
farid-ouedraogo,Farid Ouédraogo,GK,valentin-nouma,Valentin Nouma,DF,GK-DF,1,76,0,3,-3,,0
hassane-bande,Hassane Bandé,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,76,0,3,-3,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,1,76,0,3,-3,,0
lassina-traore,Lassina Traoré,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,76,0,3,-3,,0
nasser-djiga,Nasser Djiga,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,1,76,0,3,-3,,0
sacha-banse,Sacha Bansé,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,1,76,0,3,-3,,0
cyrille-bayala,Cyrille Bayala,FW,djibril-ouattara,Djibril Ouattara,FW,FW-FW,1,75,1,0,1,,0
djibril-ouattara,Djibril Ouattara,FW,issoufou-dayo,Issoufou Dayo,DF,DF-FW,3,75,2,2,0,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,patrick-malo,Patrick Malo,DF,DF-FW,1,74,1,2,-1,,0
cyrille-bayala,Cyrille Bayala,FW,patrick-malo,Patrick Malo,DF,DF-FW,1,74,1,2,-1,,0
gustavo-sangare,Gustavo Sangaré,MF,sacha-banse,Sacha Bansé,MF,MF-MF,3,74,0,3,-3,,0
abdoul-ayinde,Abdoul Ayinde,DF,bertrand-traore,Bertrand Traoré,FW,DF-FW,1,74,1,0,1,,0
abdoul-ayinde,Abdoul Ayinde,DF,ismahila-ouedraogo,Ismahila Ouédraogo,MF,DF-MF,1,74,1,0,1,,0
abdoul-ayinde,Abdoul Ayinde,DF,kilian-nikiema,Kilian Nikiema,GK,GK-DF,1,74,1,0,1,,0
bertrand-traore,Bertrand Traoré,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,4,73,1,3,-2,,0
adamo-nagalo,Adamo Nagalo,DF,mamady-bangre,Mamady Bangré,FW,DF-FW,1,73,0,0,0,,0
dramane-salou,Dramane Salou,MF,gustavo-sangare,Gustavo Sangaré,MF,MF-MF,1,73,0,0,0,,0
dramane-salou,Dramane Salou,MF,mamady-bangre,Mamady Bangré,FW,MF-FW,1,73,0,0,0,,0
adamo-nagalo,Adamo Nagalo,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,4,73,2,2,0,,0
abdoul-ayinde,Abdoul Ayinde,DF,mohamed-zougrana,Mohamed Zougrana,MF,DF-MF,1,73,1,0,1,,0
cyriaque-irie,Cyriaque Irié,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,2,73,3,0,3,,0
adamo-nagalo,Adamo Nagalo,DF,lohann-doucet,Lohann Doucet,MF,DF-MF,1,73,0,2,-2,,0
arsene-kouassi,Arsène Kouassi,DF,lohann-doucet,Lohann Doucet,MF,DF-MF,1,73,0,2,-2,,0
arthur-zagre,Arthur Zagré,DF,lohann-doucet,Lohann Doucet,MF,DF-MF,1,73,0,2,-2,,0
arthur-zagre,Arthur Zagré,DF,mohamed-konate,Mohamed Konaté,FW,DF-FW,1,73,0,2,-2,,0
dango-ouattara,Dango Ouattara,FW,lohann-doucet,Lohann Doucet,MF,MF-FW,1,73,0,2,-2,,0
edmond-tapsoba,Edmond Tapsoba,DF,lohann-doucet,Lohann Doucet,MF,DF-MF,1,73,0,2,-2,,0
kilian-nikiema,Kilian Nikiema,GK,lohann-doucet,Lohann Doucet,MF,GK-MF,1,73,0,2,-2,,0
lohann-doucet,Lohann Doucet,MF,mohamed-konate,Mohamed Konaté,FW,MF-FW,1,73,0,2,-2,,0
cedric-badolo,Cedric Badolo,MF,dramane-salou,Dramane Salou,MF,MF-MF,2,72,0,1,-1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,sacha-banse,Sacha Bansé,MF,MF-FW,2,72,3,0,3,,0
adamo-nagalo,Adamo Nagalo,DF,ousseni-bouda,Ousseni Bouda,FW,DF-FW,3,71,0,1,-1,,0
farid-ouedraogo,Farid Ouédraogo,GK,stephane-aziz-ki,Stephane Aziz Ki,MF,GK-MF,1,71,4,1,3,,0
arsene-kouassi,Arsène Kouassi,DF,mohamed-zougrana,Mohamed Zougrana,MF,DF-MF,2,71,1,1,0,,0
arsene-kouassi,Arsène Kouassi,DF,hassane-bande,Hassane Bandé,FW,DF-FW,1,70,0,1,-1,,0
arsene-kouassi,Arsène Kouassi,DF,josue-tiendrebeogo,Josué Tiendrébéogo,MF,DF-MF,1,70,0,1,-1,,0
cyriaque-irie,Cyriaque Irié,FW,hassane-bande,Hassane Bandé,FW,FW-FW,1,70,0,1,-1,,0
hassane-bande,Hassane Bandé,FW,raouf-memel-dao,Raouf Memel Dao,MF,MF-FW,1,70,0,1,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,raouf-memel-dao,Raouf Memel Dao,MF,MF-MF,1,70,0,1,-1,,0
herve-koffi,Hervé Koffi,GK,ousseni-bouda,Ousseni Bouda,FW,GK-FW,4,69,1,2,-1,,0
abdoul-guiebre,Abdoul Guiebre,DF,abdoul-tapsoba,Abdoul Tapsoba,FW,DF-FW,2,68,1,0,1,,0
mamady-bangre,Mamady Bangré,FW,steeve-yago,Steeve Yago,DF,DF-FW,2,68,0,1,-1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,blati-toure,Blati Touré,MF,MF-FW,1,67,1,0,1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,farid-ouedraogo,Farid Ouédraogo,GK,GK-FW,1,67,1,0,1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,issoufou-dayo,Issoufou Dayo,DF,DF-FW,1,67,1,0,1,,0
abdoul-kader-ouattara,Abdoul Kader Ouattara,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,1,67,1,0,1,,0
cyriaque-irie,Cyriaque Irié,FW,mohamed-zougrana,Mohamed Zougrana,MF,MF-FW,1,67,0,0,0,,0
gustavo-sangare,Gustavo Sangaré,MF,zakaria-sanogo,Zakaria Sanogo,FW,MF-FW,3,66,1,3,-2,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,kilian-nikiema,Kilian Nikiema,GK,GK-FW,2,65,1,1,0,,0
mohamed-konate,Mohamed Konaté,FW,ousmane-camara,Ousmane Camara,FW,FW-FW,3,65,0,1,-1,,0
lassina-traore,Lassina Traoré,FW,trova-boni,Trova Boni,DF,DF-FW,2,65,0,2,-2,,0
gustavo-sangare,Gustavo Sangaré,MF,ousseni-bouda,Ousseni Bouda,FW,MF-FW,2,64,2,3,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,pierre-landry-kabore,Pierre Landry Kaboré,FW,MF-FW,3,63,4,1,3,,0
mohamed-zougrana,Mohamed Zougrana,MF,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-MF,1,63,0,0,0,,0
cyrille-bayala,Cyrille Bayala,FW,mohamed-konate,Mohamed Konaté,FW,FW-FW,2,61,0,0,0,,0
mamady-bangre,Mamady Bangré,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,2,61,0,1,-1,,0
adama-guira,Adama Guira,MF,ismahila-ouedraogo,Ismahila Ouédraogo,MF,MF-MF,3,60,0,0,0,,0
cedric-badolo,Cedric Badolo,MF,valentin-nouma,Valentin Nouma,DF,DF-MF,3,60,2,3,-1,,0
abdoul-guiebre,Abdoul Guiebre,DF,lassina-traore,Lassina Traoré,FW,DF-FW,1,58,0,0,0,,0
adama-guira,Adama Guira,MF,lassina-traore,Lassina Traoré,FW,MF-FW,1,58,0,0,0,,0
dango-ouattara,Dango Ouattara,FW,mamady-bangre,Mamady Bangré,FW,FW-FW,2,57,1,2,-1,,0
arsene-kouassi,Arsène Kouassi,DF,ousseni-bouda,Ousseni Bouda,FW,DF-FW,2,57,0,2,-2,,0
mohamed-konate,Mohamed Konaté,FW,ousseni-bouda,Ousseni Bouda,FW,FW-FW,4,56,0,1,-1,,0
mohamed-ouedraogo,Mohamed Ouédraogo,DF,ousmane-camara,Ousmane Camara,FW,DF-FW,2,55,1,1,0,,0
abdoul-guiebre,Abdoul Guiebre,DF,ousseni-bouda,Ousseni Bouda,FW,DF-FW,2,53,3,1,2,,0
kilian-nikiema,Kilian Nikiema,GK,pierre-landry-kabore,Pierre Landry Kaboré,FW,GK-FW,3,53,1,1,0,,0
hassane-bande,Hassane Bandé,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,3,52,0,2,-2,,0
issoufou-dayo,Issoufou Dayo,DF,trova-boni,Trova Boni,DF,DF-DF,2,52,0,1,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,2,51,3,1,2,,0
gustavo-sangare,Gustavo Sangaré,MF,mohamed-zougrana,Mohamed Zougrana,MF,MF-MF,1,51,0,1,-1,,0
farid-ouedraogo,Farid Ouédraogo,GK,zakaria-sanogo,Zakaria Sanogo,FW,GK-FW,2,50,1,3,-2,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,saidou-simpore,Saïdou Simporé,DF,DF-FW,2,50,0,1,-1,,0
soumaila-ouattara,Soumaïla Ouattara,DF,zakaria-sanogo,Zakaria Sanogo,FW,DF-FW,1,50,0,1,-1,,0
dango-ouattara,Dango Ouattara,FW,trova-boni,Trova Boni,DF,DF-FW,2,50,0,1,-1,,0
cyrille-bayala,Cyrille Bayala,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,2,50,0,1,-1,,0
cedric-badolo,Cedric Badolo,MF,cyrille-bayala,Cyrille Bayala,FW,MF-FW,1,49,0,2,-2,,0
cyrille-bayala,Cyrille Bayala,FW,mamady-bangre,Mamady Bangré,FW,FW-FW,2,49,0,2,-2,,0
arthur-zagre,Arthur Zagré,DF,georgi-minoungou,Georgi Minoungou,FW,DF-FW,1,49,0,2,-2,,0
arthur-zagre,Arthur Zagré,DF,gustavo-sangare,Gustavo Sangaré,MF,DF-MF,1,49,0,2,-2,,0
georgi-minoungou,Georgi Minoungou,FW,lohann-doucet,Lohann Doucet,MF,MF-FW,1,49,0,2,-2,,0
gustavo-sangare,Gustavo Sangaré,MF,lohann-doucet,Lohann Doucet,MF,MF-MF,1,49,0,2,-2,,0
bertrand-traore,Bertrand Traoré,FW,nasser-djiga,Nasser Djiga,DF,DF-FW,2,48,1,1,0,,0
abdoul-ayinde,Abdoul Ayinde,DF,cyriaque-irie,Cyriaque Irié,FW,DF-FW,1,48,4,0,4,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,zakaria-sanogo,Zakaria Sanogo,FW,MF-FW,3,47,0,0,0,,0
farid-ouedraogo,Farid Ouédraogo,GK,trova-boni,Trova Boni,DF,GK-DF,1,47,0,1,-1,,0
josue-tiendrebeogo,Josué Tiendrébéogo,MF,trova-boni,Trova Boni,DF,DF-MF,1,47,0,1,-1,,0
ousmane-camara,Ousmane Camara,FW,valentin-nouma,Valentin Nouma,DF,DF-FW,1,47,0,1,-1,,0
trova-boni,Trova Boni,DF,valentin-nouma,Valentin Nouma,DF,DF-DF,1,47,0,1,-1,,0
abdoul-ayinde,Abdoul Ayinde,DF,abdoul-yoda,Abdoul Yoda,MF,DF-MF,1,47,2,0,2,,0
abdoul-ayinde,Abdoul Ayinde,DF,georgi-minoungou,Georgi Minoungou,FW,DF-FW,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,dango-ouattara,Dango Ouattara,FW,MF-FW,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,georgi-minoungou,Georgi Minoungou,FW,MF-FW,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,issa-kabore,Issa Kaboré,DF,DF-MF,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,issoufou-dayo,Issoufou Dayo,DF,DF-MF,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,josue-tiendrebeogo,Josué Tiendrébéogo,MF,MF-MF,1,47,2,0,2,,0
abdoul-yoda,Abdoul Yoda,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,1,47,2,0,2,,0
adamo-nagalo,Adamo Nagalo,DF,pakwo-gnanou,Pakwo Gnanou,DF,DF-DF,1,47,0,1,-1,,0
arthur-zagre,Arthur Zagré,DF,ousseni-bouda,Ousseni Bouda,FW,DF-FW,1,47,0,1,-1,,0
arthur-zagre,Arthur Zagré,DF,pakwo-gnanou,Pakwo Gnanou,DF,DF-DF,1,47,0,1,-1,,0
edmond-tapsoba,Edmond Tapsoba,DF,pakwo-gnanou,Pakwo Gnanou,DF,DF-DF,1,47,0,1,-1,,0
kilian-nikiema,Kilian Nikiema,GK,pakwo-gnanou,Pakwo Gnanou,DF,GK-DF,1,47,0,1,-1,,0
ousseni-bouda,Ousseni Bouda,FW,pakwo-gnanou,Pakwo Gnanou,DF,DF-FW,1,47,0,1,-1,,0
abdoul-tapsoba,Abdoul Tapsoba,FW,zakaria-sanogo,Zakaria Sanogo,FW,FW-FW,2,46,1,2,-1,,0
gustavo-sangare,Gustavo Sangaré,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,1,46,0,2,-2,,0
djibril-ouattara,Djibril Ouattara,FW,stephane-aziz-ki,Stephane Aziz Ki,MF,MF-FW,2,44,0,0,0,,0
mohamed-ouedraogo,Mohamed Ouédraogo,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,2,44,3,1,2,,0
arsene-kouassi,Arsène Kouassi,DF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-DF,1,43,0,2,-2,,0
arthur-zagre,Arthur Zagré,DF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-DF,1,43,0,2,-2,,0
lohann-doucet,Lohann Doucet,MF,mohamed-ouedraogo,Mohamed Ouédraogo,DF,DF-MF,1,43,0,2,-2,,0
abdoul-bandaogo,Abdoul Bandaogo,MF,cedric-badolo,Cedric Badolo,MF,MF-MF,2,42,4,1,3,,0
arsene-kouassi,Arsène Kouassi,DF,pakwo-gnanou,Pakwo Gnanou,DF,DF-DF,1,42,0,1,-1,,0
adama-guira,Adama Guira,MF,saidou-simpore,Saïdou Simporé,DF,DF-MF,1,41,0,1,-1,,0
saidou-simpore,Saïdou Simporé,DF,soumaila-ouattara,Soumaïla Ouattara,DF,DF-DF,1,41,0,1,-1,,0
saidou-simpore,Saïdou Simporé,DF,zakaria-sanogo,Zakaria Sanogo,FW,DF-FW,1,41,0,1,-1,,0
ismahila-ouedraogo,Ismahila Ouédraogo,MF,josue-tiendrebeogo,Josué Tiendrébéogo,MF,MF-MF,2,41,3,1,2,,0
georgi-minoungou,Georgi Minoungou,FW,mohamed-zougrana,Mohamed Zougrana,MF,MF-FW,2,41,3,0,3,,0
dramane-salou,Dramane Salou,MF,nasser-djiga,Nasser Djiga,DF,DF-MF,3,40,0,2,-2,,0
issa-kabore,Issa Kaboré,DF,pierre-landry-kabore,Pierre Landry Kaboré,FW,DF-FW,3,40,1,1,0,,0
adamo-nagalo,Adamo Nagalo,DF,cyrille-bayala,Cyrille Bayala,FW,DF-FW,1,39,0,0,0,,0
cyrille-bayala,Cyrille Bayala,FW,dramane-salou,Dramane Salou,MF,MF-FW,1,39,0,0,0,,0
blati-toure,Blati Touré,MF,eric-traore,Eric Traoré,FW,MF-FW,1,38,0,1,-1,,0
edmond-tapsoba,Edmond Tapsoba,DF,eric-traore,Eric Traoré,FW,DF-FW,1,38,0,1,-1,,0
eric-traore,Eric Traoré,FW,gustavo-sangare,Gustavo Sangaré,MF,MF-FW,1,38,0,1,-1,,0
